County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
Spokane,Greenacres,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
Spokane,Spokane Valley,2025,TOYOTA,BZ4X,BEV,,,Bonneville Power Administration,1
King,Issaquah,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Thurston,Olympia,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,13
Whatcom,Blaine,2011,NISSAN,LEAF,BEV,Eligible,73.0,City Of Blaine,15
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
Cowlitz,Woodland,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
Whatcom,Bellingham,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
Spokane,Veradale,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Skagit,Sedro-Woolley,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Thurston,Rainier,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,Puget Sound Energy,1
King,Seattle,2021,TESLA,MODEL 3,BEV,,,City Of Seattle,5
Pierce,Tacoma,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Bonneville Power Administration,6
Kitsap,Kingston,2023,HYUNDAI,TUCSON,PHEV,Eligible,33.0,Puget Sound Energy,3
Snohomish,Bothell,2025,VOLKSWAGEN,ID. BUZZ,BEV,,,Puget Sound Energy,1
Snohomish,Marysville,2018,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,8
King,Maple Valley,2025,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,1
Pend Oreille,Newport,2017,BMW,I3,PHEV,Eligible,97.0,Pud No 1 Of Pend Oreille County,9
Spokane,Liberty Lake,2019,HONDA,CLARITY,PHEV,Eligible,47.0,Bonneville Power Administration,7
Pierce,Gig Harbor,2016,VOLVO,XC90,PHEV,Not Eligible (Low Range),13.0,Bonneville Power Administration,10
Clark,Vancouver,2015,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,11
Pierce,Orting,2024,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,2
Spokane,Spokane Valley,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
King,Seattle,2014,BMW,I3,PHEV,Eligible,72.0,City Of Seattle,12
King,Burien,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,3
Grays Harbor,Aberdeen,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Pierce,Gig Harbor,2023,FORD,F-150,BEV,,,Bonneville Power Administration,3
King,Woodinville,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Bellevue,2013,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Puget Sound Energy,13
Pierce,Lakewood,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Grays Harbor,Satsop,2025,NISSAN,ARIYA MPV,BEV,,,Bonneville Power Administration,1
King,Seattle,2024,TESLA,MODEL Y,BEV,,,City Of Seattle,2
King,Redmond,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Snohomish,Mukilteo,2024,VOLVO,XC90,PHEV,Eligible,32.0,Puget Sound Energy,2
Snohomish,Everett,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Kitsap,Silverdale,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
King,Redmond,2023,VOLVO,XC90,PHEV,Eligible,32.0,Puget Sound Energy,3
Skagit,Sedro-Woolley,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,1
Pierce,Puyallup,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
King,Bellevue,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Clallam,Sequim,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
Chelan,Cashmere,2023,RIVIAN,R1S,BEV,,,Pud No 1 Of Chelan County,3
Pierce,Graham,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,Tacoma,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
King,Redmond,2023,TOYOTA,BZ4X,BEV,,,Puget Sound Energy,3
Mason,Grapeview,2023,FORD,F-150,BEV,,,Bonneville Power Administration,3
Grant,Mattawa,2026,TESLA,MODEL X,BEV,,,Pud No 2 Of Grant County,0
San Juan,Eastsound,2022,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),22.0,Bonneville Power Administration,4
Snohomish,Woodway,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Kent,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Whitman,Pullman,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Seattle,2026,HYUNDAI,IONIQ 5,BEV,,,City Of Seattle,0
Pierce,Milton,2016,TESLA,MODEL X,BEV,Eligible,200.0,Bonneville Power Administration,10
Grays Harbor,Hoquiam,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
King,Auburn,2021,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,5
Island,Camano Island,2014,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,12
King,Redmond,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,2
King,Seattle,2023,NISSAN,LEAF,BEV,,,City Of Seattle,3
Pierce,Sumner,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Redmond,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Pierce,Gig Harbor,2025,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,1
Lewis,Rochester,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
Pierce,University Place,2015,NISSAN,LEAF,BEV,Eligible,84.0,Bonneville Power Administration,11
Whatcom,Lynden,2025,RIVIAN,R1T,BEV,,,Puget Sound Energy,1
King,Mercer Island,2025,RIVIAN,R1T,BEV,,,Puget Sound Energy,1
Spokane,Spokane,2025,VOLVO,XC60,PHEV,Eligible,35.0,Modern Electric Water Company,1
Snohomish,Snohomish,2018,VOLVO,XC90,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,8
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Sultan,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Snohomish,Monroe,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33.0,Puget Sound Energy,8
Whatcom,Bellingham,2012,MITSUBISHI,I-MIEV,BEV,Eligible,62.0,Puget Sound Energy,14
Pierce,Lake Tapps,2017,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,9
Spokane,Medical Lake,2020,TESLA,MODEL S,BEV,Eligible,330.0,Bonneville Power Administration,6
King,Kirkland,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
Pacific,North Cove,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Woodinville,2020,TESLA,MODEL 3,BEV,Eligible,308.0,Puget Sound Energy,6
Snohomish,Bothell,2021,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,5
Snohomish,Snohomish,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Maple Valley,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
Chelan,Wenatchee,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Pud No 1 Of Chelan County,7
Snohomish,Mill Creek,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Gig Harbor,2025,MITSUBISHI,OUTLANDER,PHEV,Eligible,38.0,Bonneville Power Administration,1
Island,Camano Island,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
Kittitas,Ellensburg,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
King,Seattle,2022,TESLA,MODEL X,BEV,,,City Of Seattle,4
Snohomish,Bothell,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Franklin,Pasco,2014,HONDA,ACCORD,PHEV,Not Eligible (Low Range),13.0,Bonneville Power Administration,12
King,Mercer Island,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Lynnwood,2022,KIA,EV6,BEV,,,Puget Sound Energy,4
Pierce,Puyallup,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Bellevue,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Pierce,Eatonville,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
Island,Coupeville,2024,BMW,I4,BEV,,,Puget Sound Energy,2
Pierce,Tacoma,2023,CHEVROLET,BOLT EV,BEV,,,Bonneville Power Administration,3
Thurston,Olympia,2019,HYUNDAI,IONIQ,PHEV,Not Eligible (Low Range),29.0,Puget Sound Energy,7
Kittitas,Ellensburg,2023,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,3
Kitsap,Port Orchard,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
Clallam,Sequim,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
Snohomish,Snohomish,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Seattle,2024,TESLA,MODEL Y,BEV,,,City Of Seattle,2
Snohomish,Bothell,2026,CADILLAC,VISTIQ,BEV,,,Puget Sound Energy,0
Spokane,Colbert,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
San Juan,Eastsound,2023,RIVIAN,R1S,BEV,,,Bonneville Power Administration,3
Snohomish,Monroe,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,1
Snohomish,Lynnwood,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Pierce,Tacoma,2018,CHRYSLER,PACIFICA,PHEV,Eligible,33.0,Bonneville Power Administration,8
Snohomish,Bothell,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
Island,Camano Island,2024,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,2
Spokane,Spokane,2024,HYUNDAI,IONIQ 5,BEV,,,Modern Electric Water Company,2
Kitsap,Port Orchard,2025,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,1
Thurston,Olympia,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,5
Snohomish,Snohomish,2024,VOLVO,XC90,PHEV,Eligible,32.0,Puget Sound Energy,2
Franklin,Pasco,2022,KIA,NIRO,BEV,,,Bonneville Power Administration,4
Pierce,Tacoma,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
King,Seattle,2021,TESLA,MODEL Y,BEV,,,City Of Seattle,5
Grant,Moses Lake,2022,TESLA,MODEL 3,BEV,,,Pud No 2 Of Grant County,4
Benton,Richland,2023,KIA,SPORTAGE,PHEV,Eligible,34.0,Bonneville Power Administration,3
Pierce,Tacoma,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Cowlitz,Longview,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,5
Thurston,Olympia,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,13
Snohomish,Bothell,2022,FORD,F-150,BEV,,,Puget Sound Energy,4
Pierce,Orting,2014,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,12
Snohomish,Everett,2015,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,11
Pierce,Lakewood,2016,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,10
Thurston,Olympia,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Redmond,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
King,Redmond,2022,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,4
King,Seattle,2021,TESLA,MODEL 3,BEV,,,City Of Seattle,5
Snohomish,Mill Creek,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Franklin,Pasco,2022,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,4
King,Redmond,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Seattle,2023,KIA,SPORTAGE,PHEV,Eligible,34.0,City Of Seattle,3
Snohomish,Sultan,2019,FORD,FUSION,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,7
King,Seattle,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,City Of Seattle,1
King,Issaquah,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,Puget Sound Energy,1
Whatcom,Bellingham,2025,CHEVROLET,EQUINOX,BEV,,,Puget Sound Energy,1
King,North Bend,2024,DODGE,HORNET,PHEV,Eligible,32.0,Puget Sound Energy,2
Whatcom,Bellingham,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Puget Sound Energy,2
Island,Oak Harbor,2024,TESLA,MODEL X,BEV,,,Puget Sound Energy,2
King,Redmond,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Clallam,Port Angeles,2013,NISSAN,LEAF,BEV,Eligible,75.0,Bonneville Power Administration,13
Snohomish,Stanwood,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,2
Pierce,Tacoma,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
King,North Bend,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Redmond,2024,CADILLAC,LYRIQ,BEV,,,Puget Sound Energy,2
King,Federal Way,2023,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,3
King,Sammamish,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Monroe,2016,KIA,SOUL,BEV,Eligible,93.0,Puget Sound Energy,10
Benton,Kennewick,2025,FORD,MUSTANG MACH-E,BEV,,,Bonneville Power Administration,1
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Auburn,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Skagit,Mount Vernon,2021,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,5
Chelan,Entiat,2014,CHEVROLET,VOLT,PHEV,Eligible,38.0,Pud No 1 Of Chelan County,12
King,Seattle,2022,TESLA,MODEL Y,BEV,,,City Of Seattle,4
King,Issaquah,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Burien,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Kent,2025,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,1
Snohomish,Marysville,2021,TESLA,MODEL X,BEV,,,Puget Sound Energy,5
King,Seattle,2025,HYUNDAI,IONIQ 6,BEV,,,City Of Seattle,1
Clallam,Sequim,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
Pierce,Tacoma,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,2
Lewis,Glenoma,2020,HONDA,CLARITY,PHEV,Eligible,47.0,Bonneville Power Administration,6
King,Vashon,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
Spokane,Spokane Valley,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
Kittitas,Ellensburg,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
Snohomish,Lynnwood,2024,BMW,I5,BEV,,,Puget Sound Energy,2
King,Seattle,2024,RIVIAN,R1S,BEV,,,City Of Seattle,2
Thurston,Olympia,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Snohomish,2023,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,3
Snohomish,Woodinville,2022,FORD,F-150,BEV,,,Puget Sound Energy,4
Snohomish,Bothell,2018,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,8
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Puyallup,2024,KIA,NIRO,PHEV,Eligible,33.0,Puget Sound Energy,2
Snohomish,Lake Stevens,2024,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,2
Benton,Richland,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
King,Des Moines,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,9
Snohomish,Mill Creek,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Kitsap,Silverdale,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,5
Snohomish,Everett,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Snohomish,Mill Creek,2024,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,2
Kittitas,Cle Elum,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
Snohomish,Mukilteo,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Asotin,Clarkston,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,2
Clallam,Sequim,2024,HONDA,PROLOGUE,BEV,,,Bonneville Power Administration,2
King,Redmond,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Pierce,Auburn,2024,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,2
Spokane,Spokane Valley,2015,TESLA,MODEL S,BEV,Eligible,208.0,Bonneville Power Administration,11
Pierce,Lakewood,2017,FORD,FUSION,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,9
Lewis,Mossyrock,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
Kitsap,Port Orchard,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Lynnwood,2024,BMW,IX,BEV,,,Puget Sound Energy,2
Benton,Richland,2024,HONDA,PROLOGUE,BEV,,,Bonneville Power Administration,2
King,Bellevue,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Bellevue,2023,TOYOTA,BZ4X,BEV,,,Puget Sound Energy,3
Whatcom,Bellingham,2021,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,5
Yakima,Selah,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Pacificorp,9
Walla Walla,College Place,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,54.0,Pacificorp,1
King,Redmond,2022,TESLA,MODEL S,BEV,,,Puget Sound Energy,4
Pierce,Lakewood,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Snohomish,Monroe,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,1
Walla Walla,Walla Walla,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pacificorp,8
Pierce,University Place,2020,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Bonneville Power Administration,6
King,Federal Way,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Pierce,Gig Harbor,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Bonneville Power Administration,6
King,Seattle,2026,TESLA,MODEL Y,BEV,,,City Of Seattle,0
Kitsap,Silverdale,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
Walla Walla,Walla Walla,2022,POLESTAR,PS2,BEV,,,Pacificorp,4
Island,Oak Harbor,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Edmonds,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Lake Tapps,2022,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,4
Benton,Richland,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Bonneville Power Administration,6
Pierce,Auburn,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Woodinville,2023,GENESIS,GV60,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
Island,Greenbank,2016,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,10
Jefferson,Port Townsend,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Walla Walla,Walla Walla,2022,CHEVROLET,BOLT EUV,BEV,,,Pacificorp,4
Clark,Camas,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
King,Vashon,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,Gig Harbor,2023,KIA,NIRO,PHEV,Eligible,33.0,Bonneville Power Administration,3
Snohomish,Snohomish,2023,HYUNDAI,SANTA FE,PHEV,Eligible,30.0,Puget Sound Energy,3
King,Seattle,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,City Of Seattle,1
King,Bothell,2023,HYUNDAI,KONA,BEV,,,Puget Sound Energy,3
Skagit,La Conner,2020,KIA,NIRO,BEV,Eligible,239.0,Puget Sound Energy,6
Snohomish,Arlington,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Whatcom,Blaine,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Walla Walla,Burbank,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
Benton,Benton City,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Lincoln,Davenport,2024,KIA,NIRO,BEV,,,Bonneville Power Administration,2
King,Renton,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,9
Grant,Mattawa,2024,TESLA,MODEL Y,BEV,,,Pud No 2 Of Grant County,2
Skagit,Anacortes,2025,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,1
King,Issaquah,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
Douglas,East Wenatchee,2023,HYUNDAI,KONA,BEV,,,Pud No 1 Of Douglas County,3
Whatcom,Bellingham,2022,POLESTAR,PS2,BEV,,,Puget Sound Energy,4
Spokane,Chattaroy,2022,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,4
Kitsap,Bremerton,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,1
King,Bellevue,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Auburn,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
Pierce,Gig Harbor,2022,BMW,IX,BEV,,,Bonneville Power Administration,4
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
King,Woodinville,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Gig Harbor,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Marysville,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Skagit,Sedro Woolley,2022,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,4
Thurston,Lacey,2011,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,15
Skamania,Stevenson,2019,TESLA,MODEL X,BEV,Eligible,289.0,Bonneville Power Administration,7
Walla Walla,Walla Walla,2022,TESLA,MODEL 3,BEV,,,Pacificorp,4
King,Redmond,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2019,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Puget Sound Energy,7
Spokane,Spokane,2018,NISSAN,LEAF,BEV,Eligible,151.0,Bonneville Power Administration,8
Mason,Allyn,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
King,Bellevue,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Kent,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Wahkiakum,Cathlamet,2022,NISSAN,LEAF,BEV,,,Bonneville Power Administration,4
Snohomish,Everett,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Renton,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Preston,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Seattle,2023,AUDI,E-TRON,BEV,,,City Of Seattle,3
Whatcom,Ferndale,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Seattle,2026,TESLA,MODEL Y,BEV,,,City Of Seattle,0
Snohomish,Everett,2024,HYUNDAI,KONA,BEV,,,Puget Sound Energy,2
King,Renton,2024,FORD,F-150,BEV,,,Puget Sound Energy,2
Snohomish,Lynnwood,2026,TESLA,MODEL 3,BEV,,,Puget Sound Energy,0
King,Bellevue,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Seattle,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
Island,Clinton,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Lynnwood,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
Benton,Kennewick,2022,VOLVO,XC60,PHEV,Not Eligible (Low Range),18.0,Bonneville Power Administration,4
Snohomish,Everett,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
King,Seattle,2020,TESLA,MODEL 3,BEV,Eligible,322.0,City Of Seattle,6
Pierce,Tacoma,2025,CHEVROLET,EQUINOX,BEV,,,Bonneville Power Administration,1
Clark,Vancouver,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Walla Walla,College Place,2024,VOLVO,XC90,PHEV,Eligible,32.0,Pacificorp,2
Snohomish,Everett,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Bellevue,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Spokane,Spokane,2022,KIA,EV6,BEV,,,Bonneville Power Administration,4
Franklin,Pasco,2014,BMW,I3,PHEV,Eligible,72.0,Bonneville Power Administration,12
Pierce,Tacoma,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
Whatcom,Sedro Woolley,2022,KIA,SORENTO,PHEV,Eligible,32.0,Puget Sound Energy,4
Spokane,Spokane,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Pierce,Lakewood,2024,TESLA,CYBERTRUCK,BEV,,,Bonneville Power Administration,2
Pierce,Enumclaw,2018,TESLA,MODEL S,BEV,Eligible,249.0,Puget Sound Energy,8
Snohomish,Mill Creek,2016,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,10
King,Kirkland,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
